city,name,address,cuisine,rating,votes,cost,Latitude,Longitude
"Hopes,Coimbatore",Polar bear,"Polar bear, NO: 777/44 A, DOOR NO :11/1,GROUND FLOOR,NEHRU NAGAR EAST,KALAPATTI, Coimbatore Corporation Ward-35, Coimbatore, Tamil Nadu-641048",Ice Cream,4.5,50,300,11.0535618,77.0389223
"Hopes,Coimbatore",Sri Krishna Sweets,"Sri Krishna Sweets, Shop No.54, Avinashi Road, peelamedu, Coimbatore  641004",Sweets,4.6,50,200,11.0263355,77.0207224
"Hopes,Coimbatore",Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, kwalitt walls(sri mahalakshmi bakery) Varatharajapuram medu,Neelikonampalayam Coimbatore-641015",Ice Cream,4.5,100,300,11.010582,77.03722
"Hopes,Coimbatore",Sree Annapoorna Sweets & Savouries,"Sree Annapoorna Sweets & Savouries, Opposite KMCH, Hope College, Peelamedu, Coimbatore","Sweets,Desserts",4.6,100,200,11.0261349,77.0201897
"Hopes,Coimbatore",Momolings,"Momolings, DOOR#39,NEHRU NAGAR 5TH STREET AIRPORT(PO), Coimbatore Corporation Ward-7, Coimbatore, , Tamil Nadu, 641014","Chinese,Snacks",4.6,20,200,10.9913818,76.9956521
"Race Course,Coimbatore",The South Indian Coffee House,"The South Indian Coffee House, 63&64,balasundaram road,coimbatore",South Indian,4.6,20,200,11.008387,76.9752987
"Race Course,Coimbatore",Sree Annapoorna Sweets & Savouries,"Sree Annapoorna Sweets & Savouries, 2, Peoples Park, Arts College Road, Opposite Court, Race Course, Coimbatore","Sweets,Desserts",4.6,50,200,10.9983273,76.9713197
"Race Course,Coimbatore",Fruit Shop on Greams Road,"Fruit Shop on Greams Road, 127 Thirugnanasambandam Road Racecourse Road Coimbatore","Beverages,Desserts",4.5,100,250,11.0040144,76.9758629
"Race Course,Coimbatore",Shree Anandhaas,"Shree Anandhaas, 747, Lakshmi Mills Junction, Puliyakulam Road, Lakshmi Mills, Coimbatore","South Indian,North Indian",4.6,1000,200,11.0074343,76.9910971
"Race Course,Coimbatore",Richy Rich,"Richy Rich, 51, Near Jayams Hall, Race Course, Coimbatore","Desserts,Beverages",4.5,100,250,10.9991378,76.9772675
"Race Course,Coimbatore",Velan Kaappi,"Velan Kaappi, Race Course Road, Race Course, Coimbatore",Beverages,4.6,100,100,11.0002735,76.9733518
"Race Course,Coimbatore",Shree Anandhaas Sweets & Snacks,"Shree Anandhaas Sweets & Snacks, 747, Puliakulam Road, Lakshmi Mills Junction, Coimbatore, Tamil Nadu 641037, India","Sweets,Desserts",4.6,100,200,11.0106108,76.9875727
"Sai Baba Colony,Coimbatore",Sree Annapoorna Sweets & Savouries,"Sree Annapoorna Sweets & Savouries, Sri Vali Complex, 174/F, NSR Rd, Saibaba Colony, Tamil Nadu 641011",Desserts,4.6,100,200,11.0255714,76.9424439
"Sai Baba Colony,Coimbatore",Polar Bear,"Polar Bear, NO 1A, BHARATHI CROSS ROAD NO 7 SAIBABA COLONY, COIMBATORE, Coimbatore, Tamil Nadu, 641011",Ice Cream,4.5,100,350,11.0198735,76.9425983
"Sai Baba Colony,Coimbatore",Sri Krishna Sweets,"Sri Krishna Sweets, 169-F, NSR road, Saibaba colony, Coimbatore - 641011",Sweets,4.6,50,200,11.0263986,76.9447362
"Sai Baba Colony,Coimbatore",Velan Kaappi,"Velan Kaappi, NSR Road Saibaba Colony, Coimbatore",Beverages,4.6,100,100,11.0269481,76.9460945
"Gandhipuram,Coimbatore",PVR Cafe,"PVR Cafe, 4th Floor, Brookefields Mall, Krishnaswamy Road, Coimbatore, Tamil Nadu 641001, India","Snacks,Fast Food",4.5,100,200,11.0084288,76.9596027
"Gandhipuram,Coimbatore",Sree Annapoorna Sweets & Savouries,"Sree Annapoorna Sweets & Savouries, sri lakshmi complex branch,73 cross cut road,gandhipuram",Desserts,4.5,50,200,11.0160015,76.9652962
"Gandhipuram,Coimbatore",Sri Aarvee Hotels,"Sri Aarvee Hotels, 311 A  Bharathiyar Road  New Sidhapudur  Oposite to City Bus Stand  Gandhipuram  Coimbatore",North Indian,4.5,20,250,11.0164908,76.970592
"Gandhipuram,Coimbatore",Cakes by Chocolates,"Cakes by Chocolates, 797, TANNY'S B ENCLAVE, VKK Menon Rd, Siddhapudur, New Siddhapudur, Coimbatore, Tamil Nadu 641044","Beverages,Desserts",4.5,100,250,11.0202107,76.9775463
"Gandhipuram,Coimbatore",Shree Anandhaas Sweets & Snacks,"Shree Anandhaas Sweets & Snacks, 67, Malaviya St, Ram Nagar, Coimbatore, Tamil Nadu 641009, India","Sweets,Desserts",4.6,50,200,11.01217,76.965891
"Gandhipuram,Coimbatore",Sri Krishna Sweets,"Sri Krishna Sweets, 100 FT ROAD BRANCH,383A, 100 FEET ROAD,TATAPAD 7TH CROSS, GANDHIPURAM,COIMBATORE - 641012",Sweets,4.6,50,200,11.019559,76.9627428
"Gandhipuram,Coimbatore",Shero Home Food - Chettinad,"Shero Home Food - Chettinad, No.77 1st floor, Sidha naidu lane, Palaiyur, Pappanaickenpalayam, Coimbatore - 641037","South Indian,Chettinad",4.5,20,350,11.0170946,76.9852586
"Gandhipuram,Coimbatore",Sri Krishna Iyer Mess,"Sri Krishna Iyer Mess, No 106, Sarojini Street, Ram Nagar, Coimbatore",South Indian,4.6,500,150,11.0114443,76.9617277
"Saravanampatti,Coimbatore",Sri Krishna Sweets,"Sri Krishna Sweets, Shop No.1 & 2, Sakthi Road, Saravanampatti, Coimbatore 641035",Sweets,4.5,20,200,11.0169318,76.9662888
"Saravanampatti,Coimbatore",Despacito Cafe,"Despacito Cafe, NO.7/133-1C,SMK COMPLEX,NEW KEERANATHAM ROAD,SARAVANAMPATTI PO ,,Sarkarsamakulam block,Coimbatore,Tamil Nadu-641035","Beverages,Juices",4.7,50,150,11.0951099,76.9967603
"Saravanampatti,Coimbatore",A1 Chips & Snacks,"A1 Chips & Snacks, Thudiyalur Road , Saravanampatti","Snacks,Sweets",4.6,100,200,11.0810133,76.9923365
"Saravanampatti,Coimbatore",Sri Annapoornis Sweets,"Sri Annapoornis Sweets, 137D,SATHY ROAD,SARAVANAMPATTI,COIMBATORE-641035",Sweets,4.7,20,200,11.0740475,77.0017753
"Saravanampatti,Coimbatore",Momolings,"Momolings, Villa 38, Sriram Sai shreyas Villas, P&T Nagar, Saravanampatty, Coimbatore- 641035","North Indian,Chinese",4.5,20,200,11.0807131,76.9936551
"Saravanampatti,Coimbatore",Chai Kings,"Chai Kings, No.398/1A, Sankara Nagar, Sarvanam Patty, Thudiyalur Road, \\n\\n                        Coimbatore - 641035","Bakery,Beverages",4.5,500,150,11.0820951,76.9875997
"Saravanampatti,Coimbatore",Amul Parlour,"Amul Parlour, Saravanampatty to thudiyalur road, Saravanampatti , CBE",Ice Cream,4.7,50,200,11.0810133,76.9923365
"Saravanampatti,Coimbatore",Original nellai lala periya lala sweets,"Original nellai lala periya lala sweets, 158,Thangam Complex,sathy main road,saravanampatti,coimbatore",Sweets,4.5,100,100,11.0767203,77.002299
"Ramanathapuram,Coimbatore",Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, NO 470,NANJUNDAPURAM ROAD,RAMANATHAPURAM, District - Coimbatore, STATE - Tamil Nadu",Ice Cream,4.6,100,300,9.3639356,78.8394819
"Ramanathapuram,Coimbatore",Velan Kaappi,"Velan Kaappi, No.1940, Trichy Road, Ramanathapuram",Beverages,4.5,100,100,11.0029589,77.0418097
"Ramanathapuram,Coimbatore",Ibaco,"Ibaco, 133, Shanmugam Street, Trichy Road, Opposite Nilgiris, Ramanathapuram, Coimbatore",Desserts,4.5,100,250,11.0253901,77.1246499
"Ramanathapuram,Coimbatore",Sri Krishna Sweets,"Sri Krishna Sweets, No.1681, U.K.K.Building, Trichy Road, Ramanathapuram, Coimbatore  641015",Sweets,4.5,50,200,10.9981671,76.9885514
"Ramanathapuram,Coimbatore",Sticksy Icecreams,"Sticksy Icecreams, 2, Raja Street, Kallimadai, Singanallur, Coimbatore-5",Desserts,4.7,50,100,10.9941606,77.0166334
"Ramanathapuram,Coimbatore",Sai Brindhavan," Sai Brindhavan, 51-A,THIRUVALLUVAR NAGAR,RAMANATHAPURAM,,	COIMBATORE,",South Indian,4.6,100,200,10.9956408,77.00042
"Ramanathapuram,Coimbatore",LEON BURGER,"LEON BURGER, 72,NANJUNDAPURAM ROAD,RAMANATHAPURAM,COIMBATORE","Fast Food,Snacks",4.5,20,500,10.9925056,76.9976946
"Coi_Ganapathy,Coimbatore",Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, 91,OPP CMS SCHOOL,SAKTHY ROAD,GANAPATHY,COIMBATORE, District - Coimbatore, STATE - Tamil Nadu","Desserts,Ice Cream",4.5,100,300,11.0403808,76.9819615
"Coi_Ganapathy,Coimbatore",Cake Kafe,"Cake Kafe, 1433, Sathy Rd, Gopalakrishnapuram, Ganapathypudur, Coimbatore, Tamil Nadu 641006","Bakery,Desserts",4.5,20,150,11.0475909,76.9888522
"Coi_Ganapathy,Coimbatore",The Baby Chef,"The Baby Chef, 23 / 43 FCI ROAD, BPC COLONY, GANAPATHY 641006","Juices,Beverages",4.8,20,150,11.043639,76.9912258
"Coi_Ganapathy,Coimbatore",Sree Annapoorna Sweets & Savouries,"Sree Annapoorna Sweets & Savouries, 43-B, Sathy Main Road, Ganapathy, Coimbatore","Sweets,Desserts",4.6,100,200,11.0464419,76.9879883
"Coi_Ganapathy,Coimbatore",Shero Home Food - Chettinad,"Shero Home Food - Chettinad, NO 7, NALLIYA MUDALIAR LANE, OPP HYUNDAI SHOWROOM, SATHY MAIN ROAD, GANAPATHY, COIMBATORE 641006","South Indian,Home Food",4.7,20,250,11.0443531,76.9834191
"Coi_Ganapathy,Coimbatore",Addipoli Puttu's,"Addipoli Puttu's, 321/171, Giri amman kovil street, Peelamedu, Coimbatore, Tamil Nadu 641004, India","South Indian,Kerala",4.8,20,140,11.0310933,77.0001267
"Coi_Ganapathy,Coimbatore",Amul Parlour,"Amul Parlour, Sathy Main Road , Ganapathy , Cbe",Ice Cream,4.6,50,200,11.0423452,76.9839339
Cuttack,Blast Express,"Blast Express, College Square, Cuttack, Station Bazar, Ward 39, Cuttack Municipal Corporation, orissa","Indian,Chinese",4.5,50,200,20.4634553,85.8685969
Cuttack,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, MAHALAXMI SWEETS: AT-UPPER TELENGA BAZAR PO-TELENGA BAZAR DIST-CUTTACK-9, WARD 21,CUTTACK(ORISSA)-753009",Ice Cream,4.7,100,300,20.4599982,85.8663092
Cuttack,NIC Natural Ice Creams,"NIC Natural Ice Creams, SHOP NO 22 MARKET COMPLEX SEC 6 CUTTACK - 753015","Ice Cream,Desserts",4.6,500,120,20.4736471,85.8397844
Cuttack,Grameen Kulfi,"Grameen Kulfi, SHOP NO 22 MARKET COMPLEX SEC 6 CUTTACK - 753015","Ice Cream,Desserts",4.6,50,120,20.462521,85.8829895
Cuttack,SHREE BALAJI PREMIUM,"SHREE BALAJI PREMIUM, PLOT NO-1, BOND, MUNDA SAHI, NUA SAHI, BIDANASI , CUTTACK","Indian,South Indian",4.5,20,200,20.4793322,85.8398846
Cuttack,Lov Momoz,"Lov Momoz, Plot No-11-2B/1091, Sector-11, CDA Near Sri Balaji South Indian",Chinese,4.5,20,100,20.4804534,85.8210859
Daman,Sam's Alive Again,"Sam's Alive Again , Comm Plot no c7/67//P, N H No 8 Gunjan GIDC Vapi, Valsad.","Beverages,Juices",4.7,20,400,20.3709486,72.923047
Daman,Apsara Ice Creams,"Apsara Ice Creams, Shree enterprise, Shop no-6, The Delta co.op.Ho.Ltd, Chharwada road, GIDC,Gunjan, Vapi-396195.Valsad, Gujarat.","Ice Cream,Desserts",4.5,50,150,20.3765003,72.9235556
Daman,Starbucks Coffee,"Starbucks Coffee, Galaxy High Street,Plot C7/67/P NH 8, Koparli Rd, Vapi, Gujarat 396195","Beverages,Bakery",4.5,50,400,20.3743802,72.9196554
Daman,Woodlands Restaurant,"Woodlands Restaurant, Woodlands Restaurant Gate No. 2 Galaxy High Street Gunjan area Vapi-396195","Biryani,Indian",4.5,20,500,20.3743802,72.9196554
Davanagere,Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, JUST EAT: Ground Floor, 760/1B 4th Main 5th Cross, P J Extension, Davanagere, Karnataka- 577002 (HUL- I43A061P2848)","Ice Cream,Desserts",4.6,20,200,14.4614452,75.9168798
Davanagere,The Belgian Waffle Co.,"The Belgian Waffle Co., #2765, Ground Floor ,#3rd main, 3rd Cross Rd, MCC B Block, Davanagere, Karnataka 577004","Desserts,Ice Cream",4.6,50,200,14.4796216,75.9088466
Davanagere,Domino's Pizza,"Domino's Pizza, DP64045,Ground Floor, Site No,789, Door No.1799/2, Vinoba Nagar(4th Main,6th to 14 cross), P B Road, Davanagere City,-577005, Davanagere Mahanagara Palike Area, Davanagere , Karnataka-577005",Pizzas,4.5,50,400,14.463855,75.9059366
"Chukkuwala,Dehradun",Grameen Kulfi,"Grameen Kulfi, 18 Block 2 Chukkuwala Near Shiv Mandir Omkar Road Dehradun - 248001","Ice Cream,Desserts",4.7,20,120,30.3267633,78.0404735
"Chukkuwala,Dehradun",NIC Natural Ice Creams,"NIC Natural Ice Creams, NIC Natural Ice Creams, Shop No 218, Block 2 Chukhuwala Dehradun - 248001","Ice Cream,Desserts",4.6,100,120,30.3345349,78.0411409
"Chukkuwala,Dehradun",Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, 2/4, gandhi road, clock tower, Dehradun Nagar Nigam, Dehradun,Clock Tower, Next to Allahabad Bank. Dehradun Uttarakhand - 248001",Ice Cream,4.6,100,300,30.3236905,78.0419779
"Chukkuwala,Dehradun",GLOBAL CLOUDTAIL,"GLOBAL CLOUDTAIL, 3 Ramleela Bazaar Hanuman Chowk Dehradun	","American,Snacks",4.5,20,200,30.3189245,78.0341645
"Chukkuwala,Dehradun",Mj Restaurant - Mj Residency,"Mj Restaurant - Mj Residency, Hotel MJ Residency, Haridwar Road, Near C.M.I. Hospital, Race Course, Dehradun","North Indian,Chinese",4.5,100,350,30.3125254,78.0477369
"Hathibarkala,Dehradun",Keventers - Milkshakes and Desserts,"Keventers - Milkshakes and Desserts, Food Court, Pacific Mall, Rajpur Road, Kishanpur, Dehradun, Uttarakhand 248006","Beverages,Ice Cream",4.5,100,300,30.366465,78.0703122
"Hathibarkala,Dehradun",Healthi8,"Healthi8, 98, Nalapani road Dehradun",Indian,4.7,50,200,30.329043,78.0716857
Diu,Go69 Pizza,"Go69 Pizza, FIRANGIWQADA ,DIU","Pizzas,Fast Food",4.6,50,400,20.7165509,70.9882525
Doddaballapura,Domino's Pizza,"Domino's Pizza, Ground Floor, Katha No. 187/3795/5766, V.S. 12 and 188/3796/5767,V.S.13, at 3rd Stage, Gangadharapura, Doddaballapura Town",Pizzas,4.5,100,400,13.3071548,77.5175123
Doddaballapura,Third Pole Creamery,"Third Pole Creamery, SY NO 1266/74/1, DARGAPURA, BLOCK- 1 BM SRI ROAD, DODDABALLAPUR 561203 BENGALURU, RURAL DISTRICT, KARNATAKA","Ice Cream,Bakery",4.7,20,120,13.2921246,77.5401572
Duliajan,JDS Sweet & Bakery,"JDS Sweet & Bakery, OLD BUS STAND,OPP OIL MARKET, DULIAJAN","Bakery,Sweets",4.5,100,100,27.3561075,95.3222493
Durgapur,Mama Mia! Italian Ice Creams,"Mama Mia! Italian Ice Creams, Ground Floor, at MSAV-21, Bengal Ambuja Township behind Hotel Luxor, Mouza- Faridpur, under Durgapur Municipal Corporation, City Center, Durgapur, Dist- Paschim Barddhaman, West Bengal.","Ice Cream,Ice Cream Cakes",4.5,50,200,23.5391281,87.3047335
Durgapur,Hestia Bake House,"Hestia Bake House, A 9 ABANINDRA BITHI NON COMPANY HOUSING NEAR CHUTARANGA GROUND CITY CENTER DURGAPUR","Bakery,Pizzas",4.6,100,250,23.5423952,87.3002676
Durgapur,The Belgian Waffle Co.,"The Belgian Waffle Co., 3rd Floor, Junction Mall, City Centre, Durgapur, Paschim Burdwan,WB, 713216","Desserts,Beverages",4.7,50,200,23.5391748,87.2909899
Durgapur,Fortune Deli by Fortune Park Pushpanjali,"Fortune Deli by Fortune Park Pushpanjali, Fortune Park Pushpanjali, Durgapur, C-71/A Sahid Khudiram Sarani, City Centre Durgapur 713216","Biryani,Chinese",4.6,20,600,23.5385158,87.2939428
Durgapur,S F C,"S F C, SUBHADIP ACHARYYA GROUND FLOOR FURTURE PLAZA BENACHITY DURGAPUR WARD NO 19 DURGAPUR","American,Snacks",4.5,50,200,23.5568649,87.2768442
Durgapur,Shaka haari Pure Veg,"Shaka haari Pure Veg, 4/12 NIVEDITA PLACE WARD NO 15 DURGAPUR MUNICIPAL CORPORATION PASHIM BARDHAMAN WB 713213","North Indian,Chinese",4.6,50,200,23.5609047,87.2708423
Eluru,Cool Time,"Cool Time, DOOR NO-7679 OPPOSITE AMBICA THEATRE, ELURU, WEST GODAVARI-534001, Eluru (Rural), Eluru, West Godavari, Andhra Pradesh - 534001","Beverages,Ice Cream",4.8,20,150,16.708159,81.1031193
Erode,Magilam,"Magilam, No 20 Andavar st,Anna theatre road,Erode 638011","South Indian,Biryani",4.5,50,250,11.3436234,77.7089575
Erode,MI Pizza,"MI Pizza, No.122/1, Mettur Road, Erode Corporation Ward-26, Erode, Tamil Nadu, 638011",Pizzas,4.7,20,200,11.3435635,77.7177328
Erode,Only shakes,"Only shakes, No.1/1, Poosari Chennimalai St, Next to Subha Hospital, Nggo Colony,, Erode Corporation Ward-43, Erode Corporation Ward-43, Erode, Tamil Nadu - 638001","Beverages,Snacks",4.7,50,250,11.3338248,77.714585
Erode,Sri Krishna Sweets,"Sri Krishna Sweets, 649, KVK Complex, Mettur Rd, Veerappanchatram, Tamil Nadu 638001",Sweets,4.6,100,250,11.3476898,77.7186272
Erode,NIC Natural Ice Creams,"NIC Natural Ice Creams, Shop No 030/3, Dr. Radhakrishnan Road, Teachers Colony, Tamil Nadu 638009","Ice Cream,Desserts",4.6,100,120,11.3319155,77.7065107
Erode,Erode Farm To Juice,"Erode Farm To Juice, 100/6 sampath nagar opp kongu kalaiarangam Erode 11",Beverages,4.7,50,150,11.3377999,77.7084272
Erode,Topi Vappa Biriyani,"Topi Vappa Biriyani, NO.61 , GANDHIJI ROAD,ERODE, Erode, Tamil  Nadu-638001","Biryani,North Indian",4.5,20,250,11.3331331,77.7276445
Erode,Domino's Pizza,"Domino's Pizza, Ground Floor Survey No. 362/2, S.F. No. 278, Erode Village, Veerapan Chatram Municipality, -ErodeTamil Nadu638011",Pizzas,4.5,100,400,11.3280496,77.6936948
Erode,Nisha Briyani & Fast Food,"Nisha Briyani & Fast Food, 125,Krishnampalayam erode ward 14 Erode 638002",South Indian,4.5,20,200,11.354969,77.7267851
Erode,Zero degree Celsius,"Zero degree Celsius, Nanchimuthu Nagar, veerampalayam,Perundrai Road, Eroad-638012","Ice Cream,Desserts",4.6,100,200,11.3268081,77.6913177
Erode,The Cake Shop s Elite,"The Cake Shop s Elite, 95/1, A K Square Gandhiji Street, Karur Bye Pass Road, Erode","Continental,Italian",4.7,20,150,11.3224692,77.7368808
Faizabad,Curry Leaf,"Curry Leaf, Curry leaf, P-05, Awadhpuri, Ayodhya, Faizabad 224001","Indian,South Indian",4.5,20,350,26.7812488,82.1735404
Faridabad,Giani's,"Giani's, SCO - 19, Ashirwad Restro complex, sector 16 Faridabad","Ice Cream,Desserts",4.6,50,300,28.3959484,77.3037394
Faridabad,Grameen Kulfi,"Grameen Kulfi, SHOP NO 14 SCO 90-91 SHUBHAM PLAZA BUILDING SECTOR 16 HUDA MARKET FARIDABAD - 121002","Ice Cream,Desserts",4.6,20,120,28.4100106,77.3197439
Faridabad,Artinci - Indulge Guilt Free!,"Artinci - Indulge Guilt Free!, SHOP NO- 2 TO5 GOPI PLAZA, 16/6 MATHURA ROAD,SHRI SAI BABA MARKET,METRO PILLAR NO 691, OLD FARIDABAD SEC-19 FARIDABAD, Faridabad Town, Faridabad, Faridabad, Haryana - 121002","Healthy Food,Keto",4.6,20,200,28.4149035,77.3113881
Faridabad,EMOI- ARTISANAL ICE CREAMS & GELATO,"EMOI- ARTISANAL ICE CREAMS & GELATO, Shop No. 2 to 5, Gopi Plaza, 16/6 Mathura Road, Shri Sai Baba Market, Metro Pillar no.691, Old Faridabad Sector 19, Faridabad - 121002","Ice Cream,Desserts",4.9,20,200,28.4149035,77.3113881
Faridabad,Mr Ohashi,"Mr Ohashi, scf 73,74 1st floor sector 14 above PNB bank  faridabad","Pan-Asian,Chinese",4.6,20,550,28.3943802,77.3299517
Faridabad,Rolls County,"Rolls County, A-017A, Ground Floor, 81 Puri High Street, Sector 81, Faridabad Town, Faridabad, Faridabad, Haryana - 121004",Snacks,4.5,20,250,28.392606,77.3403438
Faridabad,Natural Ice Cream,"Natural Ice Cream, GF, Rani Bhawan, A -8 Nehru ground, NIT faridabad 121001",Ice Cream,4.6,100,150,28.389165,77.3055819
Faridabad,Paavanam,"Paavanam, BR-301, 81 High Street, Sector-81, Faridabad, Haryana, 121001","South Indian,Desserts",4.5,100,300,28.3929412,77.3405278
Faridabad,GianiIcecream,"GianiIcecream, SCO 32, WORLD STREET BY OMAXE, SECTOR 79, FARIDABAD -  121004","Ice Cream,Desserts",4.5,20,200,28.3869594,77.3536537
Firozpur,Domino's Pizza,"Domino's Pizza, GroundFloor,30,195,MallRoad,NearUdhamSinghChowk,Firozpur,Punjab,152002",Pizzas,4.6,20,400,30.9238901,74.6087506
Firozpur,Sizzling Spices,"Sizzling Spices, House Number . 6  Near Baba Ram Gurudwara ","Chinese,Burgers",4.5,20,200,,
Firozpur,Vicky Chat Centre,"Vicky Chat Centre, House No.12/50 Kille Wali Gali,Patvarian Wala Mohalla, Firozepur","Snacks,Indian",4.5,50,150,30.9597084,74.6088105
Gandhidham,Chhaswala,"Chhaswala, BBZ  South 30, Ground floor, Main market, Gandhidham.  370201",Beverages,4.8,20,150,23.0681682,70.1415487
Gangapur-city,Khana Khajana Hangout,"Khana Khajana Hangout, In front of Narsingh petrol pump, Jaipur Road, near Wardhman Hospital, Gangapur, Rajasthan 322201","North Indian,South Indian",4.5,50,200,26.9124336,75.7872709
Godhra,The Belgian Waffle Co.,"The Belgian Waffle Co., Shop No 3 GF Landmark Complex, Dahod Rd, Godhra, Gujarat 389001","Desserts,Beverages",4.8,20,200,22.7736658,73.6280186
Godhra,Domino's Pizza,"Domino's Pizza, Ground Floor, Shop No. 3/628/1, 3/628/2 and 3/628/B, Trimurti Building ,Opposite Jain Society Godhra",Pizzas,4.6,20,400,22.7758832,73.6236336
Gonda,Baskin Robbins,"Baskin Robbins, baskin robbins, avas vikash colony bharatpuri circular road gonda uttar pradesh 271002","Desserts,Ice Cream",4.5,20,250,27.143144,81.9708464
Gondal,Chhaswala,"Chhaswala, Shop no 18, Real prime, Bapa sitaram chowk, Mavdi road, Mavdi, Rajkot.",Beverages,4.9,100,150,22.2594081,70.7807899
Gondal,Anmol Bhel House,"Anmol Bhel House, NEW NEHRU NAGAR, 80 FT MAIN ROAD, BESIDE NAVNIT DAIRY, SHYAM HALL, RAJKOT-360002",Snacks,4.8,100,100,22.2621886,70.8140392
Gondal,Lala ni Kachchhi Dabeli & Vadapav,"Lala ni Kachchhi Dabeli & Vadapav, RAJAT SOCIETY, STREET NO. 3, NAHERU NAGAR 80 FEET MAIN ROAD, NEAR DEEPAK HARDVER, RAJKOT","Fast Food,Pizzas",4.7,100,150,22.2758677,70.7811485
Gondal,Raj Paubhaji - Gondal Road,"Raj Paubhaji - Gondal Road, Raj Paubhaji, 1/2 Ajanta Complex, Opposite Bombay Cotton, Gondal Road, Rajkot","North Indian,South Indian",4.5,100,200,21.9618352,70.7988664
Gondal,Sona Rupa Ice Cream,"Sona Rupa Ice Cream, Sona Rupa Ice Cream, Bhakti Nager Circle, Bhakti Nagar, Rajkot","Ice Cream,Desserts",4.6,50,200,22.2805349,70.802003
Gondal,The Pinevinta Hotel,"The Pinevinta Hotel, The Pinevinta Hotel, Gondal Road, Near Bombay Petrol Pump, Bhaktinagar Station Plot, Bhakti Nagar, Rajkot, Gujarat, India","Gujarati,Punjabi",4.5,20,300,22.2831579,70.799978
Gondal,Krishna Candy,"Krishna Candy, 3-4, Silver Complex, Opp.Big Bazar, Near. Imperial Heights, Rajkot","Desserts,Ice Cream",4.8,100,60,22.28093,70.7768713
Gondal,New Krishna Candy,"New Krishna Candy, shop no. 26, Sadguru Sanidhya Complex, Opp. Casa Copper Apartment, Satya sai main road, Rajkot","Desserts,Ice Cream",4.8,50,50,22.2797809,70.7697247
Gondal,NIC Natural Ice Creams,"NIC Natural Ice Creams, Shop no 7, Ground Floor, Cosmo Complex, Mahila Chowk, Rajkot, Gujarat-360001","Ice Cream,Desserts",4.6,500,120,22.2940549,70.7860776
Gondal,Mehul'S Kitchen,"Mehul'S Kitchen, Sarvesar Chowk, Dr Yagnik Road, Rajkot","Punjabi,Chinese",4.6,100,500,22.2930204,70.7905122
Gondal,Narayanbhai Bhelwala Junagadhwala,"Narayanbhai Bhelwala Junagadhwala, Shop 1, Merit Complex, Near Kotecha Chowk, University Road, Kotecha Nagar, Rajkot",Chaat,4.5,100,150,22.290139,70.7764763
Gondal,The Fruit Cart,"The Fruit Cart, K krunchy Republic Resutaurant, Amin Marg, Opp. Swami Narayan Temple, Kalawad Road, Rajkot - 360001","Beverages,Juices",4.5,100,200,22.291301,70.7831225
Gondal,Grameen Kulfi,"Grameen Kulfi, Shop no 7, Ground Floor, Cosmo Complex, Mahila Chowk, Rajkot, Gujarat-360001","Ice Cream,Desserts",4.6,100,120,22.2951078,70.7853762
Gondal,Rpj Hotel,"Rpj Hotel, RPJ hotel, Kalavad Road, near everest park, Nana Mava, Rajkot","Punjabi,Chinese",4.6,50,350,22.2734835,70.7570733
Gondal,Mehul'S Kitchen - Qsr,"Mehul'S Kitchen - Qsr, 19, 20, 21, 22, West Gate, Opposite Nagrik Bank, 150 Feet Ring Road, Rajkot","Punjabi,Chinese",4.7,100,400,22.2930204,70.7905122
Gondal,Santosh Pav Bhaji,"Santosh Pav Bhaji, Shop No.6, Kudrat Complex, Near Gangotri dairy, Sadhu Vaswani Road, Rajkot","North Indian,Snacks",4.5,20,200,22.2924183,70.75969
Gondal,Shree Gayatri Dairy Farm (Tejabhai Mithaiwala),"Shree Gayatri Dairy Farm (Tejabhai Mithaiwala), 2  Rushikesh Junction Plot Main Road  Rajkot   360001",Sweets,4.6,20,300,22.3108082,70.8008461
Gondal,Kismat Restaurant,"Kismat Restaurant, Kismat Restaurant, Hanuman Madhi Chowk, Nirmala Convent Road,Rajkot","Gujarati,Thalis",4.5,20,100,22.2998645,70.7754915
Gondal,Shilu'S Chapdi Undhyu,"Shilu'S Chapdi Undhyu, Shilu's Chapdi Undhyu, Empire, Race Course Ring Road, Race Course, Rajkot",Gujarati,4.6,20,200,22.3018222,70.7868017
Gondal,Rollies,"Rollies, 3, Avishkar Apartment, Race Course Ring Road, Race Course, Rajkot","Ice Cream,Beverages",4.5,20,150,22.3017986,70.7867102
Gondal,Baskin Robbins,"Baskin Robbins, Baskin Robbins, Shop No. 4, Race Course plaza, Race Course Ring Road, Rajkot- 360001.","Ice Cream,Desserts",4.6,50,300,22.3038394,70.7875093
