city,name,address,cuisine,rating,votes,cost,Latitude,Longitude
Delhi,The Asian Tuk Tuk,"Eros Corporate Tower,Nehru Place, South Delhi","Asian,  Chinese,  Thai,  Japanese",4.5,266,2000,28.5503333,77.2518754
Delhi,Laidback Cafe,"Saket, South Delhi","Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.5,113,1500,28.5220971,77.2101534
Delhi,Del,"Roseate House,Aerocity, South Delhi","Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  European,  Asian,  Sushi",4.5,708,5000,28.5509536,77.120589
Noida,Barbeque Nation,"Savoy Suites,Sector 16, Noida","North Indian,  Barbecue,  Mughlai",4.5,888,1700,28.5800687,77.3151955
Delhi,Oh! Calcutta,"Greater Kailash - 2, South Delhi","Seafood,  Bengali",4.5,402,2400,28.53536,77.2419522
Delhi,FO - Food Overloaded,"Paschim Vihar, West Delhi","Chinese,  North Indian,  Italian,  Fast Food,  Pizza",4.5,170,1200,28.6691255,77.0928656
Delhi,Barbeque Nation,"DLF Avenue,Saket, South Delhi","North Indian,  Barbecue,  Mughlai",4.5,427,1700,28.5278341,77.2169405
Delhi,Sly Granny,"Select Citywalk Mall,Saket, South Delhi","European,  American",4.6,62,2500,28.5288532,77.2184317
Delhi,Farmers Basket at Pluck,"Hotel Pullman New Delhi Aerocity,Aerocity, South Delhi","Continental,  European,  Modern Indian,  North Indian",4.5,504,3700,28.5538674,77.123638
Delhi,Monkey Bar,"Vasant Kunj, South Delhi","Continental,  North Indian,  European,  American",4.5,630,1500,28.5293121,77.1484442
Delhi,Shibuya Food & Bar,"Greater Kailash - 2, South Delhi","Asian,  Chinese,  Thai,  Japanese",4.5,73,1800,28.53536,77.2419522
Delhi,Big Fat Sandwich and Pizza,"Greater Kailash - 2, South Delhi","Italian,  American,  Fast Food",4.7,21,900,28.53536,77.2419522
Delhi,Laidback Bar,"Salcon RasVilas Mall,Saket, South Delhi","Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  Asian",4.8,26,2000,28.5274299,77.2203153
Noida,ABs - Absolute Barbecues,"Sector 62, Noida","North Indian,  Mediterranean,  European,  Barbecue",4.5,337,1800,28.627981,77.3648567
Delhi,Kesar,"Aggarwal Chambers,Pitampura, North Delhi","North Indian,  Chinese,  Fast Food",4.6,37,800,28.68838,77.1218179
Delhi,C.I.A. Call It Asiian,"Greater Kailash - 2, South Delhi","Asian,  Chinese,  Thai",4.6,85,900,28.53536,77.2419522
Delhi,PizzaExpress,"Ambience Mall,Vasant Kunj, South Delhi","Italian,  European",4.5,451,1400,28.505504,77.095956
Delhi,Jom Jom Malay,"Saket, South Delhi","Malaysian,  Indonesian",4.5,209,1500,28.5220971,77.2101534
Delhi,Krispy Kreme,"Select Citywalk Mall,Saket, South Delhi","Desserts,  Doughnuts",4.5,42,400,28.5288532,77.2184317
Delhi,Mad Over Donuts,"DLF Promenade Mall,Vasant Kunj, South Delhi","Desserts,  Doughnuts",4.5,60,400,28.5423717,77.1562661
Delhi,Go Pappe,"Janakpuri, West Delhi","North Indian,  Chinese,  Continental,  Oriental ",4.6,85,1200,28.621899,77.0878385
Delhi,Delhi Pavilion,"Sheraton New Delhi Hotel,Saket, South Delhi","North Indian,  Continental,  Asian",4.5,155,3000,28.5268412,77.2160379
Delhi,Chaayos,"DLF Promenade Mall,Vasant Kunj, South Delhi","Street Food,  Tea,  Fast Food",4.5,24,500,28.5423717,77.1562661
Delhi,Barbeque Nation,"Vasant Kunj, South Delhi","North Indian,  Barbecue,  Mughlai",4.6,328,1700,28.5293121,77.1484442
Delhi,The Kylin Experience,"Worldmark 2,Aerocity, South Delhi","Asian,  Chinese,  Thai,  Vietnamese,  Sushi",4.5,192,2700,28.5515347,77.122704
Delhi,Kheer,"Roseate House,Aerocity, South Delhi","North Indian,  Mughlai",4.6,302,6000,28.5509536,77.120589
Delhi,The Great Kabab Factory,"Radisson Blu Plaza,Mahipalpur, South Delhi","North Indian,  Mughlai",4.5,268,3000,28.5438333,77.1201521
Delhi,Kampai,"Worldmark 1,Aerocity, South Delhi","Japanese,  Asian,  Sushi",4.5,103,2700,28.5505554,77.1213703
Ghaziabad,Tatva,"Country Inn and Suites By Radisson-Sahibabad,Sahibabad, Ghaziabad","North Indian,  Chinese",4.5,70,2500,28.6542459,77.3437423
Delhi,Fabcafe by Fabindia,"Vasant Kunj, South Delhi","Health Food,  Modern Indian,  North Indian,  Continental",4.7,77,1200,28.5293121,77.1484442
Delhi,Monsoon by Cafe Lota,"Worldmark 1,Aerocity, South Delhi",Indian Cuisine,4.5,35,2200,28.5505554,77.1213703
Delhi,Barbeque Nation,"Unity One Mall,Rohini, North Delhi","North Indian,  Barbecue,  Mughlai",4.5,385,1700,28.714958,77.1163664
Delhi,K3,"JW Mariott Hotel New Delhi Aerocity,Aerocity, South Delhi","Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.6,518,3700,28.553185,77.12135
Gurgaon,Chili's American Grill and Bar,"Ambience Mall,DLF Phase - 3, Gurgaon","Mexican,  American,  Italian",4.5,967,2000,28.505504,77.095956
Noida,Chaayos,"Galaxy IT Park,Sector 62, Noida","Street Food,  Tea,  Fast Food",4.5,26,500,28.6131062,77.3629322
Gurgaon,ABs - Absolute Barbecues,"MGF Metropolis Mall,MG Road, Gurgaon","North Indian,  Mediterranean,  European,  Barbecue,  Seafood",4.5,1080,1800,28.4785714,77.0820784
Noida,Theos,"Sector 41, Noida","Desserts,  Bakery and Confectionary,  Fast Food",4.5,216,900,28.5639862,77.3625903
Delhi,Kiyan,"The Roseate,Samalkha, South Delhi","Multi-Cuisine,  North Indian,  Continental,  Thai,  European",4.5,380,4500,28.7040592,77.1024902
Gurgaon,Paul,"Ambience Mall,DLF Phase - 3, Gurgaon","Italian,  Continental,  European,  Desserts,  Bakery and Confectionary,  Coffee",4.5,259,1900,28.505504,77.095956
Delhi,La Kababiyaa,"Dwarka, West Delhi","North Indian,  Chinese",4.5,36,900,28.5822999,77.0499762
Delhi,Chili's American Grill and Bar,"Vegas Mall,Dwarka, West Delhi","Mexican,  American,  Italian",4.5,168,2000,28.6007474,77.029572
Delhi,Chi Ni,"The Roseate,Samalkha, South Delhi",Chinese,4.5,98,5000,28.7040592,77.1024902
Delhi,Cafe Delhi Heights,"Vegas Mall,Dwarka, West Delhi","Modern Indian,  Italian,  Continental,  American",4.5,87,2000,28.6007474,77.029572
Gurgaon,Pirates Of Grill,"MGF Mega City Mall,MG Road, Gurgaon","North Indian,  Continental,  Mughlai",4.5,736,2000,28.4809085,77.0802798
Noida,The Yellow Chilli,"Sector 104, Noida","North Indian,  Mughlai",4.5,226,1800,28.5403358,77.3741314
Delhi,Creo,"Vivanta New Delhi,Dwarka, West Delhi","Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.5,109,3000,28.5584929,77.0633592
Gurgaon,Spectra,"The Leela Kempinski Hotel,DLF Phase - 3, Gurgaon","North Indian,  Japanese,  European,  Asian",4.7,158,4000,28.4916812,77.094897
Noida,Jen & Cha’s,"Starling Mall,Sector 104, Noida",Fast Food,4.5,33,800,28.5419137,77.3705409
Gurgaon,PizzaExpress,"Ambience Mall,DLF Phase - 3, Gurgaon","Italian,  European",4.5,287,2200,28.505504,77.095956
Noida,Barbeque Nation,"Crown Interiorz Mall,Sector 35, Faridabad","North Indian,  Barbecue,  Mughlai",4.6,253,1700,28.4695543,77.3068927
Gurgaon,Black Brown Coffee,"Ambience Mall,DLF Phase - 3, Gurgaon","Coffee,  Italian,  Continental,  Fast Food,  Sushi",4.6,36,1100,28.505504,77.095956
Gurgaon,IHOP,"Cyber Hub,DLF Cyber City, Gurgaon",American,4.5,640,1400,28.4950422,77.0890948
Gurgaon,Foxtrot,"DLF Cyber City, Gurgaon",Continental,4.5,111,1500,28.4949762,77.0895421
Gurgaon,Nando's,"Cyber Hub,DLF Cyber City, Gurgaon","African,  Portuguese",4.5,475,2000,28.4950422,77.0890948
Gurgaon,Chaayos,"DLF Cyber Greens,DLF Cyber City, Gurgaon","Street Food,  Tea,  Fast Food",4.5,26,500,28.4937047,77.092933
Gurgaon,Barbeque Nation,"DLF Grand Mall,Sikandarpur, Gurgaon","North Indian,  Barbecue,  Mughlai",4.5,506,1700,28.479683,77.0900282
Gurgaon,China Club,"Global Business Park,MG Road, Gurgaon","Chinese,  Seafood,  Asian",4.5,220,3000,28.4812306,77.102032
Gurgaon,Manhattan Bar & Brewery,"Global Foyer Mall,Golf Course Road, Gurgaon","Finger Food,  North Indian,  Italian,  Continental,  Asian",4.5,505,2000,28.4605486,77.0951172
Gurgaon,Tossin Pizza,"Sector 22, Gurgaon","Pizza,  Italian",4.5,63,800,28.507241,77.0640486
Ghaziabad,Rebound Cafe And Lounge,"Raj Nagar, Ghaziabad","North Indian,  Italian,  Chinese,  Continental,  Mughlai",4.5,59,1300,28.6826062,77.4474014
Ghaziabad,ASAP Diner,"Raj Nagar, Ghaziabad","North Indian,  Street Food,  Chinese,  South Indian",4.5,196,600,28.6826062,77.4474014
Gurgaon,Side Wok,"MPD Tower,Sector 43, Gurgaon","Asian,  Chinese,  Thai,  Japanese",4.6,138,2000,28.4545832,77.097057
Gurgaon,Cafe Reed,"Two Horizon Center,Golf Course Road, Gurgaon","Continental,  Desserts",4.6,44,1000,28.4512643,77.0967873
Gurgaon,Norenj,"South City 2, Gurgaon","Multi-Cuisine,  Italian,  Mediterranean,  European,  Oriental ",4.5,676,2000,28.4175717,77.0528484
Gurgaon,Tossin Pizza,"DLF Galleria Market,DLF Phase - 4, Gurgaon","Pizza,  Italian",4.5,200,800,28.4671497,77.0817404
Gurgaon,Getafix,"Cross Point Mall,DLF Phase - 4, Gurgaon","Health Food,  Italian,  Continental,  American",4.5,155,1800,28.468096,77.0833324
Noida,Folks,"Sector 16, Faridabad","North Indian,  Finger Food,  Chinese,  Thai",4.5,292,1800,28.4138045,77.3223915
Gurgaon,Greenr Cafe,"32nd Avenue,Sector 15, Gurgaon","Continental,  Health Food",4.7,147,1400,28.4616829,77.0501162
Gurgaon,Chattynadu,"Sushant Lok, Gurgaon","South Indian,  Kerala",4.6,27,800,28.4634412,77.0767557
Gurgaon,Artusi Ristorante in Piazza Horizon,"Two Horizon Center,Golf Course Road, Gurgaon","Italian,  Seafood",4.6,67,3000,28.4512643,77.0967873
Noida,World Trail,"Assotech Business Cresterra,Sector 135, Noida",Fast Food,4.5,22,700,28.4963031,77.4018702
Gurgaon,Ladera,"Clarens Hotel,Sector 29, Gurgaon","Multi-Cuisine,  Italian,  Continental,  Mediterranean,  Greek",4.6,27,4000,28.461829,77.067513
Gurgaon,Cafe Delhi Heights,"Good Earth City Centre Mall,Sector 50, Gurgaon","Modern Indian,  Italian,  Continental,  American",4.5,198,2000,28.4217674,77.0531849
Gurgaon,Brewocrat - Brewery Skybar & Kitchen,"Elements One Mall,Sector 49, Gurgaon","Multi-Cuisine,  North Indian,  Continental,  Mediterranean,  Asian,  Oriental ,  Finger Food",4.5,550,2000,28.4201095,77.0506426
Noida,Barbeque Nation,"EF3 Mall,Sector 20, Faridabad","North Indian,  Barbecue,  Mughlai",4.5,162,1700,28.4073807,77.3102472
Noida,Zosse,"Crown Plaza Mall,Sector 15A, Faridabad","North Indian,  Chinese,  Fast Food",4.5,29,2500,28.3978767,77.3130035
Noida,Cafe Parmesan,"Sector 15, Faridabad","Italian,  Pizza",4.5,121,1500,28.3955007,77.3244886
Gurgaon,Oriental Fusion,"DLF Phase - 4, Gurgaon","Oriental ,  Chinese,  Thai",4.6,38,1000,28.4646699,77.0844801
Gurgaon,Fat Butterfly Bakery And Cafe,"Baani Square,Sector 50, Gurgaon","Italian,  Desserts,  Fast Food",4.5,45,1000,28.4257225,77.0577849
Gurgaon,Pop's Barbacoa,"Sohna Road, Gurgaon","North Indian,  Continental,  Chinese,  Mexican,  Oriental ",4.5,162,1500,28.3759815,77.0558187
Gurgaon,Barbeque Nation,"Spaze Platinum Tower,Sector 47, Gurgaon","North Indian,  Barbecue,  Mughlai",4.5,202,1700,28.4211219,77.0402123
Gurgaon,Green House - The Beer Garden,"Eros City Square,Sector 49, Gurgaon","Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Mediterranean,  European,  Oriental ",4.5,836,2100,28.4124717,77.0553761
Noida,Spicy Tadka,"Sector 10, Faridabad","North Indian,  Chinese,  Mughlai",4.5,26,800,28.3767392,77.3252633
Gurgaon,The Brewhouse - Brewery,"Radisson Hotel Gurugram Sohna Road City Center,Sector 49, Gurgaon","Continental,  North Indian,  Finger Food",4.5,97,1500,28.4159538,77.0417895
Gurgaon,California Burrito,"Vatika Business Centre,Sector 49, Gurgaon",Mexican,4.6,61,700,28.4058455,77.0444884
Gurgaon,Under The Neem,"NH 8, Gurgaon",Continental,4.6,146,1500,28.3646102,76.9419433
Gurgaon,On Kourse All Day Dining,"Karma Lakelands,Sector 83, Gurgaon","Asian,  North Indian,  Japanese,  European",4.5,53,1800,28.3625012,76.958159
Mumbai,Global Fusion,"Times Square Tech Park,Sakinaka, Andheri East","North Indian,  Chinese,  Sushi",4.5,716,2000,19.1078778,72.8836459
Mumbai,FOO,"Vikhroli West, Central Suburbs","Asian,  Chinese,  Japanese,  Sushi",4.7,50,1100,19.1024466,72.9199649
Mumbai,PizzaExpress,"Hiranandani Business Park,Powai, Powai","European,  Fast Food,  Italian",4.5,590,1400,19.1189791,72.9125121
Mumbai,Mad Over Donuts,"R City Mall,Ghatkopar West, Central Suburbs","Desserts,  Doughnuts,  Waffle",4.6,27,450,19.0996028,72.9166299
Mumbai,Hitchki,"Hiranandani Business Park,Powai, Powai","Modern Indian,  North Indian,  Fast Food",4.5,285,1500,19.1189791,72.9125121
Mumbai,Mad Over Donuts,"City Park Building,Powai, Powai","Desserts,  Doughnuts,  Waffle",4.6,63,450,19.1175993,72.9059747
Mumbai,House of Mandarin,"Delphi Building,Powai, Powai","Chinese,  Seafood,  Asian,  Sushi",4.7,40,2000,19.1204914,72.9090513
Mumbai,Frozen Bottle,"Hiranandani, Powai","Desserts,  Shakes,  Ice Cream",4.7,50,500,19.1153798,72.9091436
Mumbai,Bayroute,"Transocean House,Powai, Powai","Lebanese,  Turkish,  Moroccan,  Greek",4.5,195,3000,19.1198204,72.9073083
Mumbai,Chimichurri,"Near Andheri East Station, Andheri East","Chinese,  Asian",4.5,222,900,19.1166251,72.8473676
Mumbai,Mad Over Donuts,"Phoenix Marketcity Mall,Kurla West, Central Suburbs","Desserts,  Doughnuts,  Waffle",4.5,41,450,19.0863795,72.8889774
Mumbai,JW Cafe,"Sahar Airport Road, Andheri East","North Indian,  Asian,  Japanese,  Seafood",4.7,404,4500,19.1027184,72.8653782
Mumbai,Pickle And Pint by Destiny,"M.I.D.C, Andheri East","Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Oriental ,  Fast Food",4.5,125,2200,19.1204828,72.8693634
Mumbai,Tibbs Frankie,"Chembur, Central Suburbs",Fast Food,4.7,40,200,19.0522115,72.900522
Mumbai,Frozen Bottle,"Runwal Greens,Mulund West, Central Suburbs","Desserts,  Shakes,  Ice Cream",4.5,80,500,19.1605311,72.9445718
Mumbai,True Tramm Trunk,"Trade Center,Bandra Kurla Complex, Bandra","Chinese,  Fast Food",4.5,259,2000,19.072693,72.871574
Mumbai,Masala Library by Jiggs Kalra,"FIFC Building,Bandra Kurla Complex, Bandra","North Indian,  South Indian",4.7,224,5000,19.0688351,72.8692344
Mumbai,Hitchki,"First International Financial Centre,Bandra Kurla Complex, Bandra",Modern Indian,4.5,384,1500,19.0692979,72.8696903
Mumbai,Mad Over Donuts,"Fair Lawn CHS,Chembur, Central Suburbs","Desserts,  Doughnuts,  Waffle",4.6,22,450,19.0522115,72.900522
Mumbai,PizzaExpress,"Bandra East, Bandra","European,  Fast Food,  Italian",4.5,699,1400,19.0579317,72.8432598
Mumbai,Yauatcha,"Raheja Towers,Bandra Kurla Complex, Bandra","Chinese,  Seafood,  Asian",4.6,904,3000,19.067651,72.867302
Mumbai,Manuhaar – The Taste of Tradition,"Hotel Sahara Star,Vile Parle East, Andheri East","Gujarati,  Rajasthani",4.6,50,3000,19.0958882,72.8537612
Mumbai,Nara,"Raheja Towers,Bandra Kurla Complex, Bandra","Thai,  Asian,  Seafood",4.5,192,2500,19.067651,72.867302
Mumbai,The Union Bar & Eating House,"Vashi, Navi Mumbai","Multi-Cuisine,  North Indian,  Italian,  Continental",4.6,321,2000,19.0744857,72.9977841
Mumbai,Pa Pa Ya,"Bandra Kurla Complex, Bandra","Japanese,  Asian,  Oriental ",4.5,266,2800,19.0687893,72.8702647
Mumbai,The Homemade Cafe & Bar,"Juhu, Andheri West","Continental,  Italian,  Fast Food",4.5,44,1200,19.1075424,72.8263142
Mumbai,Mainland China,"Veera Desai, Andheri West","Chinese,  Japanese,  Seafood",4.5,364,1800,19.1348794,72.8375828
Mumbai,Global Fusion,"Near Andheri West Station, Andheri West","North Indian,  Chinese,  Sushi",4.5,330,2000,19.1364016,72.8296252
Mumbai,Pop Tate's,"Khar West, Bandra","Chinese,  Italian,  Continental",4.6,60,2000,19.0647223,72.8308807
Mumbai,70 Beans,"Palm Beach Galleria Mall,Vashi, Navi Mumbai","Continental,  North Indian,  Italian,  Coffee,  Burger",4.7,88,1000,19.0851071,73.0077808
Mumbai,Tanatan,"Juhu, Andheri West","Modern Indian,  North Indian",4.5,262,1000,19.1075424,72.8263142
Mumbai,Something's Fishy,"The Regenza by Tunga,Vashi, Navi Mumbai","North Indian,  Chinese,  Seafood,  Malvani",4.5,80,2000,19.0672495,72.9992096
Mumbai,Roti Republiic,"Crescent Royale,Near Andheri West Station, Andheri West","Multi-Cuisine,  North Indian,  Maharashtrian,  Gujarati,  Bengali,  Health Food,  Assamese",4.6,73,800,19.1399043,72.8347521
Mumbai,Mulk,"Andheri Lokhandwala, Andheri West","North Indian,  Mughlai",4.6,316,2000,19.1435906,72.8246291
Mumbai,Banana Leaf,"Santacruz West, Bandra","South Indian,  Street Food",4.5,53,1000,19.0840704,72.8380186
Mumbai,Mad Over Donuts,"Oberoi Mall,Goregaon East, North Western","Desserts,  Doughnuts,  Waffle",4.5,39,450,19.173808,72.8605943
Mumbai,Sorrentina by Foodhall,"Santacruz West, Bandra","Italian,  Seafood",4.6,34,2500,19.0840704,72.8380186
Mumbai,Lotus Cafe,"JW Marriott Hotel,Juhu, Andheri West","North Indian,  Italian,  Continental",4.6,171,3500,19.1018504,72.8262233
Mumbai,Miniya - Turk,"Crescent Royale,Near Andheri West Station, Andheri West","Italian,  Turkish",4.5,152,2500,19.1399043,72.8347521
Mumbai,Chin Chin Chu,"Navratan Apartment,Juhu, Andheri West","Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Health Food,  Cantonese",4.6,69,2500,19.1283006,72.8698711
Mumbai,Cafe Istaa,"Sion, Central Suburbs","Fast Food,  Italian,  Desserts",4.5,48,500,,
Mumbai,Yazu - Pan Asian Supper Club,"Near Andheri West Station, Andheri West","Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian,  Korean",4.5,169,2000,19.1364016,72.8296252
Mumbai,Pop Tate's,"Inorbit Mall,Vashi, Navi Mumbai","Chinese,  Italian,  Continental",4.6,48,2000,19.0657994,73.0009493
Mumbai,Cheelizza,"Juhu, Andheri West","Pizza,  Italian,  Fast Food",4.6,107,600,19.1075424,72.8263142
Mumbai,Independence Brewing Company,"Boolani Estate Owners Premises CHS,Near Andheri West Station, Andheri West","North Indian,  Chinese,  Finger Food,  Pizza",4.5,202,2000,19.1363335,72.8277488
Mumbai,Krave - The Multi Cuisine,"Goregaon West, North Western","North Indian,  Chinese,  Fast Food",4.5,59,1200,19.1635793,72.8458804
Mumbai,Sammy Sosa,"Near Andheri West Station, Andheri West","Mexican,  Italian,  Continental,  Asian",4.6,530,1600,19.1364016,72.8296252
Mumbai,Shakey Wakey,"Oshiwara, North Western","Juice,  Shakes,  Fast Food",4.7,30,300,19.1483497,72.8404703
Mumbai,The Daily All Day,"Suburbia Mall,Bandra West, Bandra","Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Asian",4.5,69,2000,19.0610994,72.8366391
Mumbai,Heng Bok,"Suburbia Mall,Bandra West, Bandra","Korean,  Seafood",4.5,32,2500,19.0610994,72.8366391
Mumbai,Atrangii House Sky Lounge,"Sanpada, Navi Mumbai","North Indian,  Chinese",4.6,75,2000,19.0600613,73.0139862
Mumbai,Mad Over Donuts,"Kamal Building,Bandra West, Bandra","Desserts,  Doughnuts,  Waffle",4.5,41,450,19.0595596,72.8295287
Mumbai,Frozen Bottle,"Near Andheri West Station, Andheri West","Desserts,  Shakes,  Ice Cream",4.6,24,500,19.1364016,72.8296252
Mumbai,Aromas Cafe,"Bandra West, Bandra","Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.5,114,1400,19.0542135,72.8395105
Mumbai,Hakkasan,"Krystal Building,Bandra West, Bandra","Chinese,  Seafood,  Cantonese",4.5,311,2500,19.0542135,72.8395105
Mumbai,Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West",Tea,4.5,21,500,19.1364016,72.8296252
Mumbai,1441 Pizzeria,"Andheri Lokhandwala, Andheri West","Pizza,  Italian",4.6,213,1200,19.1435906,72.8246291
Mumbai,Dinshaw's Xpress Cafe,"Oshiwara, North Western","Ice Cream,  Italian,  Continental,  Parsi,  Desserts",4.5,30,1500,19.1483497,72.8404703
Mumbai,New York Burrito Company,"Kalpitam Society,Bandra West, Bandra","Mexican,  Fast Food",4.5,41,600,19.0641787,72.8310308
Mumbai,Kath N Ghat,"Panch Pakhadi, Thane","Maharashtrian,  North Indian,  Seafood",4.5,50,1500,19.1954727,72.9652491
Mumbai,Gajalee,"Near Andheri West Station, Andheri West","Seafood,  Malvani,  North Indian",4.5,77,1500,19.1364016,72.8296252
Mumbai,Coffee By Di Bella,"Carlton Court,Bandra West, Bandra","Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.6,84,700,19.059285,72.8293084
Mumbai,Mamagoto,"Gazebo House,Bandra West, Bandra","Asian,  Chinese,  Thai,  Japanese,  Oriental ",4.5,312,1500,19.0595596,72.8295287
Mumbai,The Nutcracker,"Bandra West, Bandra","European,  American",4.6,132,1200,19.0542135,72.8395105
Mumbai,Persia Darbar,"Near Andheri West Station, Andheri West","North Indian,  Chinese,  Seafood",4.5,119,1000,19.1364016,72.8296252
Mumbai,Banana Leaf,"Malad West, North Western","South Indian,  Street Food",4.6,86,1000,19.1889541,72.835543
Mumbai,Messy Addaa,"Matunga East, South Mumbai","Fast Food,  Italian",4.6,62,700,19.0268747,72.8553352
Mumbai,6th Street Yogurt,"Rachael Building,Bandra West, Bandra","Desserts,  Ice Cream,  Yogurt",4.5,45,300,19.0542135,72.8395105
Mumbai,Persia Darbar,"Malad West, North Western","North Indian,  Chinese,  Mughlai",4.6,213,1000,19.1889541,72.835543
Mumbai,Mad Over Donuts,"Viviana Mall,Thane West, Thane","Desserts,  Doughnuts,  Waffle",4.6,62,450,19.2088139,72.9713387
Mumbai,Mad Over Donuts,"Growel's 101 Mall,Kandivali East, North Western","Desserts,  Doughnuts,  Waffle",4.6,23,450,19.2032519,72.8597148
Mumbai,Mad Over Donuts,"Shakuntal Building,Dadar West, South Mumbai","Desserts,  Doughnuts,  Waffle",4.7,46,450,19.0235976,72.8378125
Mumbai,Coffee By Di Bella,"Jagdamba Commercial Complex,Malad West, North Western","Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.6,150,1200,19.1889541,72.835543
Mumbai,Ming Yang,"Taj Lands End Hotel,Bandra West, Bandra","Chinese,  Thai,  Seafood",4.5,86,4000,19.0439124,72.8192683
Mumbai,1441 Pizzeria,"Ashar Tiara Complex,Thane West, Thane","Pizza,  Italian",4.5,75,1200,19.2185611,72.9701642
Mumbai,Royal Rasoi,"Hawares Centurion Mall,Seawoods, Navi Mumbai","North Indian,  Chinese,  Seafood",4.5,37,1000,19.0248062,73.0219871
Mumbai,San Marzano Pizzeria & Grill,"Kandivali West, North Western","Pizza,  Italian,  Mexican",4.7,27,500,19.1998211,72.842594
Mumbai,Coconuts Lagoon Coastal Cuisine & Bar,"Dosti Imperia,Thane West, Thane","North Indian,  Chinese,  Seafood",4.5,44,1500,19.2324759,72.9754356
Mumbai,KOKO,"Kamala Mills Compound,Lower Parel, South Mumbai","Asian,  Japanese,  Oriental ,  Sushi",4.7,178,3000,19.0026879,72.8286371
Mumbai,Sammy Sosa,"CBD-Belapur, Navi Mumbai","Italian,  Asian,  Continental,  Mexican",4.6,328,1500,19.0237174,73.0403933
Mumbai,Pop Tate's,"The Walk,Thane West, Thane","Chinese,  Italian,  Continental",4.5,204,2000,19.2559896,72.9837361
Mumbai,1441 Pizzeria,"Kamala Mills Compound,Lower Parel, South Mumbai","Pizza,  Italian",4.6,165,1200,19.0026879,72.8286371
Mumbai,Dhaba Cafe,"Mariam Mansion,Lower Parel, South Mumbai","Street Food,  Fast Food,  Pizza",4.7,37,600,18.9981313,72.8245472
Mumbai,Mad Over Donuts,"High Street Phoenix Mall,Lower Parel, South Mumbai","Desserts,  Doughnuts,  Waffle",4.5,57,450,19.0759837,72.8776559
Mumbai,The Sahib Room & Kipling Bar,"The St. Regis Mumbai,Lower Parel, South Mumbai","North Indian,  Mughlai",4.5,74,4000,19.0759837,72.8776559
Mumbai,Chin Chin Chu,"Worli, South Mumbai","Multi-Cuisine,  Chinese,  Japanese,  Seafood,  Asian",4.5,97,2500,18.9986406,72.8173599
Mumbai,Honey Chillies,"CBD-Belapur, Navi Mumbai","Chinese,  Thai",4.5,75,1000,19.0237174,73.0403933
Mumbai,Shaollin Temple,"CBD-Belapur, Navi Mumbai","Chinese,  Thai",4.5,76,1500,19.0237174,73.0403933
Mumbai,Masque,"Laxmi Woolen Mills,Mahalaxmi, South Mumbai","European,  Modern Indian",4.6,26,8000,,
Mumbai,Silver Coin,"Raj Sebastain Kinny Apartment,Borivali West, North Western","Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Oriental ",4.5,63,1000,19.2380683,72.8522512
Mumbai,Hugs & Mugs,"Bhoomi Towers,Kharghar, Navi Mumbai","Fast Food,  Health Food",4.5,25,700,19.0423277,73.0659724
Mumbai,The Burger Pit,"Saffron Building,Borivali West, North Western",American,4.5,67,800,19.2380683,72.8522512
Mumbai,The Fusion Kitchen,"Borivali West, North Western","North Indian,  Italian,  Continental",4.5,373,1400,19.2380683,72.8522512
Mumbai,Frozen Bottle,"Sai Swar CHS,Kharghar, Navi Mumbai","Desserts,  Shakes,  Ice Cream",4.6,25,500,19.0450255,73.0624398
Mumbai,D'Crepes Cafe,"Avilla Apartments,Thane West, Thane","Fast Food,  Chinese,  Desserts",4.5,39,1000,19.2467218,72.9759713
Mumbai,Cafe Monza,"Bhoomi Heights Tower,Kharghar, Navi Mumbai","Continental,  Pizza",4.5,138,1500,19.0320564,73.0669871
Mumbai,New York Burrito Company,"Fulchand Nivas,Girgaum, South Mumbai",Mexican,4.5,97,600,18.9557579,72.8132039
Mumbai,Wowfillss,"Charni Road, South Mumbai","Bakery and Confectionary,  Waffle,  Desserts,  Shakes",4.5,26,500,18.9535391,72.8165328
Mumbai,Foo Town,"Nagin Mahal,Churchgate, South Mumbai","Asian,  Chinese,  Japanese,  Sushi",4.7,69,2000,18.93359,72.8259209
Mumbai,The Nutcracker,"Modern House,Fort, South Mumbai","European,  American",4.6,237,1200,18.9345189,72.8371021
Mumbai,The Clearing House,"Fort, South Mumbai","European,  American,  Continental",4.5,136,3000,18.9345189,72.8371021
